ANSICpc,ANSICpcPlus1,ANSICpcPlus2,ANSIC1kpc,ANSIC1kPlus1,ANSIC1kPlus2,ANSIC10k,ANSIC10kPlus1,ANSIC10kPlus2,badLCG1k,badLCG1kPlus1
,,,"114424274.000000 ",493228727.000000,961755226.000000,"1418308818.000000 ","1835355783.000000 ","1474714402.000000 ","25.000000 ","28.000000 "
,,,"493228727.000000 ",961755226.000000,868292463.000000,"1835355783.000000 ","1474714402.000000 ","1046590775.000000 ","28.000000 ","96.000000 "
,,,"961755226.000000 ",868292463.000000,1988272738.000000,"1474714402.000000 ","1046590775.000000 ","173354866.000000 ","96.000000 ","55.000000 "
,,,"868292463.000000 ",1988272738.000000,2009586855.000000,"1046590775.000000 ","173354866.000000 ","356013543.000000 ","55.000000 ","1.000000 "
,,,"1988272738.000000 ",2009586855.000000,1827553258.000000,"173354866.000000 ","356013543.000000 ","1399024066.000000 ","1.000000 ","90.000000 "
,,,"2009586855.000000 ",1827553258.000000,364616287.000000,"356013543.000000 ","1399024066.000000 ","133165207.000000 ","90.000000 ","20.000000 "
,,,"1827553258.000000 ",364616287.000000,1326946546.000000,"1399024066.000000 ","133165207.000000 ","79055378.000000 ","20.000000 ","83.000000 "
,,,"364616287.000000 ",1326946546.000000,622200983.000000,"133165207.000000 ","79055378.000000 ","200754503.000000 ","83.000000 ","97.000000 "
,,,"1326946546.000000 ",622200983.000000,956020090.000000,"79055378.000000 ","200754503.000000 ","1594560610.000000 ","97.000000 ","44.000000 "
,,,"622200983.000000 ",956020090.000000,1581342543.000000,"200754503.000000 ","1594560610.000000 ","1092948983.000000 ","44.000000 ","21.000000 "
,,,"956020090.000000 ",1581342543.000000,1360731522.000000,"1594560610.000000 ","1092948983.000000 ","2000092338.000000 ","21.000000 ","72.000000 "
,,,"1581342543.000000 ",1360731522.000000,13653639.000000,"1092948983.000000 ","2000092338.000000 ","1555569831.000000 ","72.000000 ","16.000000 "
,,,"1360731522.000000 ",13653639.000000,755095818.000000,"2000092338.000000 ","1555569831.000000 ","2066173698.000000 ","16.000000 ","26.000000 "
,,,"13653639.000000 ",755095818.000000,573974079.000000,"1555569831.000000 ","2066173698.000000 ","878124887.000000 ","26.000000 ","17.000000 "
,,,"755095818.000000 ",573974079.000000,21983250.000000,"2066173698.000000 ","878124887.000000 ","1457604434.000000 ","17.000000 ","15.000000 "
,,,"573974079.000000 ",21983250.000000,486442615.000000,"878124887.000000 ","1457604434.000000 ","1762712583.000000 ","15.000000 ","37.000000 "
,,,"21983250.000000 ",486442615.000000,624880282.000000,"1457604434.000000 ","1762712583.000000 ","964830626.000000 ","37.000000 ","98.000000 "
,,,"486442615.000000 ",624880282.000000,1485156143.000000,"1762712583.000000 ","964830626.000000 ","844894903.000000 ","98.000000 ","33.000000 "
,,,"624880282.000000 ",1485156143.000000,1907282082.000000,"964830626.000000 ","844894903.000000 ","2050959858.000000 ","33.000000 ","41.000000 "
,,,"1485156143.000000 ",1907282082.000000,556816487.000000,"844894903.000000 ","2050959858.000000 ","1226277735.000000 ","41.000000 ","54.000000 "
,,,"1907282082.000000 ",556816487.000000,61418026.000000,"2050959858.000000 ","1226277735.000000 ","1566938178.000000 ","54.000000 ","12.000000 "
,,,"556816487.000000 ",61418026.000000,1227078175.000000,"1226277735.000000 ","1566938178.000000 ","1921642007.000000 ","12.000000 ","70.000000 "
,,,"61418026.000000 ",1227078175.000000,1785429810.000000,"1566938178.000000 ","1921642007.000000 ","962241682.000000 ","70.000000 ","38.000000 "
,,,"1227078175.000000 ",1785429810.000000,1232964695.000000,"1921642007.000000 ","962241682.000000 ","727847623.000000 ","38.000000 ","87.000000 "
,,,"1785429810.000000 ",1232964695.000000,1223612346.000000,"962241682.000000 ","727847623.000000 ","2073795298.000000 ","87.000000 ","53.000000 "
,,,"1232964695.000000 ",1223612346.000000,470550287.000000,"727847623.000000 ","2073795298.000000 ","1924575607.000000 ","53.000000 ","23.000000 "
,,,"1223612346.000000 ",470550287.000000,1928313794.000000,"2073795298.000000 ","1924575607.000000 ","230537010.000000 ","23.000000 ","50.000000 "
,,,"470550287.000000 ",1928313794.000000,92660295.000000,"1924575607.000000 ","230537010.000000 ","889621031.000000 ","50.000000 ","56.000000 "
,,,"1928313794.000000 ",92660295.000000,225850186.000000,"230537010.000000 ","889621031.000000 ","443431298.000000 ","56.000000 ","91.000000 "
,,,"92660295.000000 ",225850186.000000,138565119.000000,"889621031.000000 ","443431298.000000 ","1463311575.000000 ","91.000000 ","9.000000 "
,,,"225850186.000000 ",138565119.000000,987612754.000000,"443431298.000000 ","1463311575.000000 ","846356946.000000 ","9.000000 ","2.000000 "
,,,"138565119.000000 ",987612754.000000,930159159.000000,"1463311575.000000 ","846356946.000000 ","1637542279.000000 ","2.000000 ","79.000000 "
,,,"987612754.000000 ",930159159.000000,1516076250.000000,"846356946.000000 ","1637542279.000000 ","1369927714.000000 ","79.000000 ","40.000000 "
,,,"930159159.000000 ",1516076250.000000,584214255.000000,"1637542279.000000 ","1369927714.000000 ","1256517687.000000 ","40.000000 ","65.000000 "
,,,"1516076250.000000 ",584214255.000000,1661984482.000000,"1369927714.000000 ","1256517687.000000 ","1141023858.000000 ","65.000000 ","93.000000 "
,,,"584214255.000000 ",1661984482.000000,317649959.000000,"1256517687.000000 ","1141023858.000000 ","1664430311.000000 ","93.000000 ","88.000000 "
,,,"1661984482.000000 ",317649959.000000,1652225130.000000,"1141023858.000000 ","1664430311.000000 ","1787903682.000000 ","88.000000 ","42.000000 "
,,,"317649959.000000 ",1652225130.000000,1305475551.000000,"1664430311.000000 ","1787903682.000000 ","1595042711.000000 ","42.000000 ","43.000000 "
,,,"1652225130.000000 ",1305475551.000000,647513458.000000,"1787903682.000000 ","1595042711.000000 ","1618509586.000000 ","43.000000 ","32.000000 "
,,,"1305475551.000000 ",647513458.000000,473378839.000000,"1595042711.000000 ","1618509586.000000 ","40591431.000000 ","32.000000 ","52.000000 "
,,,"647513458.000000 ",473378839.000000,459069946.000000,"1618509586.000000 ","40591431.000000 ","2146805090.000000 ","52.000000 ","34.000000 "
,,,"473378839.000000 ",459069946.000000,1196871375.000000,"40591431.000000 ","2146805090.000000 ","1805045495.000000 ","34.000000 ","30.000000 "
,,,"459069946.000000 ",1196871375.000000,1673607682.000000,"2146805090.000000 ","1805045495.000000 ","1197339058.000000 ","30.000000 ","74.000000 "
,,,"1196871375.000000 ",1673607682.000000,1191808519.000000,"1805045495.000000 ","1197339058.000000 ","2119399335.000000 ","74.000000 ","95.000000 "
,,,"1673607682.000000 ",1191808519.000000,910781834.000000,"1197339058.000000 ","2119399335.000000 ","505324546.000000 ","95.000000 ","66.000000 "
,,,"1191808519.000000 ",910781834.000000,1485481407.000000,"2119399335.000000 ","505324546.000000 ","1858607703.000000 ","66.000000 ","82.000000 "
,,,"910781834.000000 ",1485481407.000000,84737170.000000,"505324546.000000 ","1858607703.000000 ","2042428498.000000 ","82.000000 ","7.000000 "
,,,"1485481407.000000 ",84737170.000000,900582903.000000,"1858607703.000000 ","2042428498.000000 ","1820555015.000000 ","7.000000 ","24.000000 "
,,,"84737170.000000 ",900582903.000000,2034167578.000000,"2042428498.000000 ","1820555015.000000 ","1658206882.000000 ","24.000000 ","39.000000 "
,,,"900582903.000000 ",2034167578.000000,613891759.000000,"1820555015.000000 ","1658206882.000000 ","1836862903.000000 ","39.000000 ","76.000000 "
,,,"2034167578.000000 ",613891759.000000,1245039906.000000,"1658206882.000000 ","1836862903.000000 ","1512021746.000000 ","76.000000 ","73.000000 "
,,,"613891759.000000 ",1245039906.000000,401846247.000000,"1836862903.000000 ","1512021746.000000 ","420568679.000000 ","73.000000 ","5.000000 "
,,,"1245039906.000000 ",401846247.000000,2012454570.000000,"1512021746.000000 ","420568679.000000 ","493250882.000000 ","5.000000 ","46.000000 "
,,,"401846247.000000 ",2012454570.000000,397433247.000000,"420568679.000000 ","493250882.000000 ","1393125655.000000 ","46.000000 ","100.000000 "
,,,"2012454570.000000 ",397433247.000000,1898834866.000000,"493250882.000000 ","1393125655.000000 ","1284495762.000000 ","100.000000 ","11.000000 "
,,,"397433247.000000 ",1898834866.000000,707982295.000000,"1393125655.000000 ","1284495762.000000 ","1720921543.000000 ","11.000000 ","81.000000 "
,,,"1898834866.000000 ",707982295.000000,752204858.000000,"1284495762.000000 ","1720921543.000000 ","1855533026.000000 ","81.000000 ","18.000000 "
,,,"707982295.000000 ",752204858.000000,1980872335.000000,"1720921543.000000 ","1855533026.000000 ","1363504247.000000 ","18.000000 ","4.000000 "
,,,"752204858.000000 ",1980872335.000000,1059035202.000000,"1855533026.000000 ","1363504247.000000 ","1452780594.000000 ","4.000000 ","57.000000 "
,,,"1980872335.000000 ",1059035202.000000,1414224327.000000,"1363504247.000000 ","1452780594.000000 ","773776679.000000 ","57.000000 ","80.000000 "
,,,"1059035202.000000 ",1414224327.000000,1913358282.000000,"1452780594.000000 ","773776679.000000 ","1756925570.000000 ","80.000000 ","29.000000 "
,,,"1414224327.000000 ",1913358282.000000,184489343.000000,"773776679.000000 ","1756925570.000000 ","1082546135.000000 ","29.000000 ","85.000000 "
,,,"1913358282.000000 ",184489343.000000,1768755922.000000,"1756925570.000000 ","1082546135.000000 ","1061230290.000000 ","85.000000 ","75.000000 "
,,,"184489343.000000 ",1768755922.000000,1755619767.000000,"1082546135.000000 ","1061230290.000000 ","524977287.000000 ","75.000000 ","84.000000 "
,,,"1768755922.000000 ",1755619767.000000,1517502810.000000,"1061230290.000000 ","524977287.000000 ","797869346.000000 ","84.000000 ","86.000000 "
,,,"1755619767.000000 ",1517502810.000000,2009347695.000000,"524977287.000000 ","797869346.000000 ","2141334327.000000 ","86.000000 ","64.000000 "
,,,"1517502810.000000 ",2009347695.000000,1588632418.000000,"797869346.000000 ","2141334327.000000 ","789977458.000000 ","64.000000 ","3.000000 "
,,,"2009347695.000000 ",1588632418.000000,53382055.000000,"2141334327.000000 ","789977458.000000 ","539757543.000000 ","3.000000 ","68.000000 "
,,,"1588632418.000000 ",53382055.000000,1789077738.000000,"789977458.000000 ","539757543.000000 ","409277378.000000 ","68.000000 ","60.000000 "
,,,"53382055.000000 ",1789077738.000000,582277471.000000,"539757543.000000 ","409277378.000000 ","1408165527.000000 ","60.000000 ","47.000000 "
,,,"1789077738.000000 ",582277471.000000,1874620914.000000,"409277378.000000 ","1408165527.000000 ","1344320530.000000 ","47.000000 ","89.000000 "
,,,"582277471.000000 ",1874620914.000000,140564375.000000,"1408165527.000000 ","1344320530.000000 ","760838983.000000 ","89.000000 ","31.000000 "
,,,"1874620914.000000 ",140564375.000000,837385850.000000,"1344320530.000000 ","760838983.000000 ","1241922146.000000 ","31.000000 ","63.000000 "
,,,"140564375.000000 ",837385850.000000,1177337423.000000,"760838983.000000 ","1241922146.000000 ","1229097463.000000 ","63.000000 ","14.000000 "
,,,"837385850.000000 ",1177337423.000000,1486542466.000000,"1241922146.000000 ","1229097463.000000 ","1844111026.000000 ","14.000000 ","48.000000 "
,,,"1177337423.000000 ",1486542466.000000,1144735111.000000,"1229097463.000000 ","1844111026.000000 ","971559591.000000 ","48.000000 ","78.000000 "
,,,"1486542466.000000 ",1144735111.000000,1129087498.000000,"1844111026.000000 ","971559591.000000 ","1555822850.000000 ","78.000000 ","51.000000 "
,,,"1144735111.000000 ",1129087498.000000,529507647.000000,"971559591.000000 ","1555822850.000000 ","301143383.000000 ","51.000000 ","45.000000 "
,,,"1129087498.000000 ",529507647.000000,697174290.000000,"1555822850.000000 ","301143383.000000 ","360624466.000000 ","45.000000 ","10.000000 "
,,,"529507647.000000 ",697174290.000000,692426103.000000,"301143383.000000 ","360624466.000000 ","259002887.000000 ","10.000000 ","92.000000 "
,,,"697174290.000000 ",692426103.000000,243954586.000000,"360624466.000000 ","259002887.000000 ","2052083618.000000 ","92.000000 ","99.000000 "
,,,"692426103.000000 ",243954586.000000,1044991535.000000,"259002887.000000 ","2052083618.000000 ","1725335735.000000 ","99.000000 ","22.000000 "
,,,"243954586.000000 ",1044991535.000000,269502882.000000,"2052083618.000000 ","1725335735.000000 ","895882226.000000 ","22.000000 ","61.000000 "
,,,"1044991535.000000 ",269502882.000000,797935463.000000,"1725335735.000000 ","895882226.000000 ","772094311.000000 ","61.000000 ","36.000000 "
,,,"269502882.000000 ",797935463.000000,421106474.000000,"895882226.000000 ","772094311.000000 ","2114797122.000000 ","36.000000 ","8.000000 "
,,,"797935463.000000 ",421106474.000000,1926068511.000000,"772094311.000000 ","2114797122.000000 ","1732437015.000000 ","8.000000 ","13.000000 "
,,,"421106474.000000 ",1926068511.000000,2144589874.000000,"2114797122.000000 ","1732437015.000000 ","1034620562.000000 ","13.000000 ","59.000000 "
,,,"1926068511.000000 ",2144589874.000000,1404099415.000000,"1732437015.000000 ","1034620562.000000 ","742279367.000000 ","59.000000 ","58.000000 "
,,,"2144589874.000000 ",1404099415.000000,388505786.000000,"1034620562.000000 ","742279367.000000 ","347915490.000000 ","58.000000 ","69.000000 "
,,,"1404099415.000000 ",388505786.000000,1570235919.000000,"742279367.000000 ","347915490.000000 ","2030970743.000000 ","69.000000 ","49.000000 "
,,,"388505786.000000 ",1570235919.000000,1002632386.000000,"347915490.000000 ","2030970743.000000 ","1071096114.000000 ","49.000000 ","67.000000 "
,,,"1570235919.000000 ",1002632386.000000,902385991.000000,"2030970743.000000 ","1071096114.000000 ","389103655.000000 ","67.000000 ","71.000000 "
,,,"1002632386.000000 ",902385991.000000,1687968842.000000,"1071096114.000000 ","389103655.000000 ","1554572162.000000 ","71.000000 ","27.000000 "
,,,"902385991.000000 ",1687968842.000000,506221823.000000,"389103655.000000 ","1554572162.000000 ","680415959.000000 ","27.000000 ","6.000000 "
,,,"1687968842.000000 ",506221823.000000,1056956242.000000,"1554572162.000000 ","680415959.000000 ","250989522.000000 ","6.000000 ","35.000000 "
,,,"506221823.000000 ",1056956242.000000,1484826935.000000,"680415959.000000 ","250989522.000000 ","1383341959.000000 ","35.000000 ","19.000000 "
,,,"1056956242.000000 ",1484826935.000000,1578403290.000000,"250989522.000000 ","1383341959.000000 ","94083618.000000 ","19.000000 ","94.000000 "
,,,"1484826935.000000 ",1578403290.000000,571901423.000000,"1383341959.000000 ","94083618.000000 ","144270903.000000 ","94.000000 ","77.000000 "
,,,"1578403290.000000 ",571901423.000000,98883554.000000,"94083618.000000 ","144270903.000000 ","1603243634.000000 ","77.000000 ","62.000000 "
,,,"571901423.000000 ",98883554.000000,434983.000000,"144270903.000000 ","1603243634.000000 ","2015160039.000000 ","62.000000 ","25.000000 "
,,,"98883554.000000 ",434983.000000,434560362.000000,"1603243634.000000 ","2015160039.000000 ","1893656770.000000 ","25.000000 ","28.000000 "
,,,"434983.000000 ",434560362.000000,334117087.000000,"2015160039.000000 ","1893656770.000000 ","310731159.000000 ","28.000000 ","96.000000 "
,,,"434560362.000000 ",334117087.000000,923016818.000000,"1893656770.000000 ","310731159.000000 ","1739516178.000000 ","96.000000 ","55.000000 "
,,,"334117087.000000 ",923016818.000000,823328535.000000,"310731159.000000 ","1739516178.000000 ","952211015.000000 ","55.000000 ","1.000000 "
,,,"923016818.000000 ",823328535.000000,18981626.000000,"1739516178.000000 ","952211015.000000 ","1362939746.000000 ","1.000000 ","90.000000 "
,,,"823328535.000000 ",18981626.000000,1782787535.000000,"952211015.000000 ","1362939746.000000 ","103302391.000000 ","90.000000 ","20.000000 "
,,,"18981626.000000 ",1782787535.000000,740815618.000000,"1362939746.000000 ","103302391.000000 ","2128468914.000000 ","20.000000 ","83.000000 "
,,,"1782787535.000000 ",740815618.000000,1340439815.000000,"103302391.000000 ","2128468914.000000 ","997731751.000000 ","83.000000 ","97.000000 "
,,,"740815618.000000 ",1340439815.000000,1217074826.000000,"2128468914.000000 ","997731751.000000 ","1258245634.000000 ","97.000000 ","44.000000 "
,,,"1340439815.000000 ",1217074826.000000,382018751.000000,"997731751.000000 ","1258245634.000000 ","1238896727.000000 ","44.000000 ","21.000000 "
,,,"1217074826.000000 ",382018751.000000,1532138898.000000,"1258245634.000000 ","1238896727.000000 ","1042703954.000000 ","21.000000 ","72.000000 "
,,,"382018751.000000 ",1532138898.000000,1598414071.000000,"1238896727.000000 ","1042703954.000000 ","2111220999.000000 ","72.000000 ","16.000000 "
,,,"1532138898.000000 ",1598414071.000000,1235318810.000000,"1042703954.000000 ","2111220999.000000 ","334521506.000000 ","16.000000 ","26.000000 "
,,,"1598414071.000000 ",1235318810.000000,1427889583.000000,"2111220999.000000 ","334521506.000000 ","1248510903.000000 ","26.000000 ","17.000000 "
,,,"1235318810.000000 ",1427889583.000000,532563490.000000,"334521506.000000 ","1248510903.000000 ","538085618.000000 ","17.000000 ","15.000000 "
,,,"1427889583.000000 ",532563490.000000,1602477799.000000,"1248510903.000000 ","538085618.000000 ","871568487.000000 ","15.000000 ","37.000000 "
,,,"532563490.000000 ",1602477799.000000,1000015786.000000,"538085618.000000 ","871568487.000000 ","324670274.000000 ","37.000000 ","98.000000 "
,,,"1602477799.000000 ",1000015786.000000,435886239.000000,"871568487.000000 ","324670274.000000 ","1530289943.000000 ","98.000000 ","33.000000 "
,,,"1000015786.000000 ",435886239.000000,1658668210.000000,"324670274.000000 ","1530289943.000000 ","548160402.000000 ","33.000000 ","41.000000 "
,,,"435886239.000000 ",1658668210.000000,1299661527.000000,"1530289943.000000 ","548160402.000000 ","677602247.000000 ","41.000000 ","54.000000 "
,,,"1658668210.000000 ",1299661527.000000,1281754426.000000,"548160402.000000 ","677602247.000000 ","33970658.000000 ","54.000000 ","12.000000 "
,,,"1299661527.000000 ",1281754426.000000,572429711.000000,"677602247.000000 ","33970658.000000 ","370205303.000000 ","12.000000 ","70.000000 "
,,,"1281754426.000000 ",572429711.000000,626643266.000000,"33970658.000000 ","370205303.000000 ","1568511538.000000 ","70.000000 ","38.000000 "
,,,"572429711.000000 ",626643266.000000,1098893511.000000,"370205303.000000 ","1568511538.000000 ","473799463.000000 ","38.000000 ","87.000000 "
,,,"626643266.000000 ",1098893511.000000,430485706.000000,"1568511538.000000 ","473799463.000000 ","171915394.000000 ","87.000000 ","53.000000 "
,,,"1098893511.000000 ",430485706.000000,558503039.000000,"473799463.000000 ","171915394.000000 ","995118551.000000 ","53.000000 ","23.000000 "
,,,"430485706.000000 ",558503039.000000,1746283474.000000,"171915394.000000 ","995118551.000000 ","898662610.000000 ","23.000000 ","50.000000 "
,,,"558503039.000000 ",1746283474.000000,780480695.000000,"995118551.000000 ","898662610.000000 ","655866503.000000 ","50.000000 ","56.000000 "
,,,"1746283474.000000 ",780480695.000000,163662426.000000,"898662610.000000 ","655866503.000000 ","1741598498.000000 ","56.000000 ","91.000000 "
,,,"780480695.000000 ",163662426.000000,290018671.000000,"655866503.000000 ","1741598498.000000 ","298492215.000000 ","91.000000 ","9.000000 "
,,,"163662426.000000 ",290018671.000000,1965855842.000000,"1741598498.000000 ","298492215.000000 ","1768883058.000000 ","9.000000 ","2.000000 "
,,,"290018671.000000 ",1965855842.000000,1089944231.000000,"298492215.000000 ","1768883058.000000 ","386384359.000000 ","2.000000 ","79.000000 "
,,,"1965855842.000000 ",1089944231.000000,80089578.000000,"1768883058.000000 ","386384359.000000 ","134135234.000000 ","79.000000 ","40.000000 "
,,,"1089944231.000000 ",80089578.000000,552605791.000000,"386384359.000000 ","134135234.000000 ","1188420759.000000 ","40.000000 ","65.000000 "
,,,"80089578.000000 ",552605791.000000,149900018.000000,"134135234.000000 ","1188420759.000000 ","992157202.000000 ","65.000000 ","93.000000 "
,,,"552605791.000000 ",149900018.000000,1573758615.000000,"1188420759.000000 ","992157202.000000 ","1352905031.000000 ","93.000000 ","88.000000 "
,,,"149900018.000000 ",1573758615.000000,226838394.000000,"992157202.000000 ","1352905031.000000 ","697918562.000000 ","88.000000 ","42.000000 "
,,,"1573758615.000000 ",226838394.000000,1125784911.000000,"1352905031.000000 ","697918562.000000 ","1313341431.000000 ","42.000000 ","43.000000 "
,,,"226838394.000000 ",1125784911.000000,1525190530.000000,"697918562.000000 ","1313341431.000000 ","238473394.000000 ","43.000000 ","32.000000 "
,,,"1125784911.000000 ",1525190530.000000,1099445383.000000,"1313341431.000000 ","238473394.000000 ","788629671.000000 ","32.000000 ","52.000000 "
,,,"1525190530.000000 ",1099445383.000000,981805834.000000,"238473394.000000 ","788629671.000000 ","2095620866.000000 ","52.000000 ","34.000000 "
,,,"1099445383.000000 ",981805834.000000,1571497023.000000,"788629671.000000 ","2095620866.000000 ","1115097943.000000 ","34.000000 ","30.000000 "
,,,"981805834.000000 ",1571497023.000000,114991634.000000,"2095620866.000000 ","1115097943.000000 ","129243986.000000 ","30.000000 ","74.000000 "
,,,"1571497023.000000 ",114991634.000000,1060021367.000000,"1115097943.000000 ","129243986.000000 ","1672955911.000000 ","74.000000 ","95.000000 "
,,,"114991634.000000 ",1060021367.000000,251919514.000000,"129243986.000000 ","1672955911.000000 ","1136032162.000000 ","95.000000 ","66.000000 "
,,,"1060021367.000000 ",251919514.000000,412020015.000000,"1672955911.000000 ","1136032162.000000 ","1144585911.000000 ","66.000000 ","82.000000 "
,,,"251919514.000000 ",412020015.000000,1438630562.000000,"1136032162.000000 ","1144585911.000000 ","774176242.000000 ","82.000000 ","7.000000 "
,,,"412020015.000000 ",1438630562.000000,525383271.000000,"1144585911.000000 ","774176242.000000 ","1457188711.000000 ","7.000000 ","24.000000 "
,,,"1438630562.000000 ",525383271.000000,871889962.000000,"774176242.000000 ","1457188711.000000 ","1900865602.000000 ","24.000000 ","39.000000 "
,,,"525383271.000000 ",871889962.000000,1287206943.000000,"1457188711.000000 ","1900865602.000000 ","1524881943.000000 ","39.000000 ","76.000000 "
,,,"871889962.000000 ",1287206943.000000,1724526898.000000,"1900865602.000000 ","1524881943.000000 ","160659602.000000 ","76.000000 ","73.000000 "
,,,"1287206943.000000 ",1724526898.000000,520497751.000000,"1524881943.000000 ","160659602.000000 ","117604039.000000 ","73.000000 ","5.000000 "
,,,"1724526898.000000 ",520497751.000000,286222778.000000,"160659602.000000 ","117604039.000000 ","1249242850.000000 ","5.000000 ","46.000000 "
,,,"520497751.000000 ",286222778.000000,321242383.000000,"117604039.000000 ","1249242850.000000 ","1414372727.000000 ","46.000000 ","100.000000 "
,,,"286222778.000000 ",321242383.000000,946089410.000000,"1249242850.000000 ","1414372727.000000 ","1133087538.000000 ","100.000000 ","11.000000 "
,,,"321242383.000000 ",946089410.000000,250527815.000000,"1414372727.000000 ","1133087538.000000 ","1766061607.000000 ","11.000000 ","81.000000 "
,,,"946089410.000000 ",250527815.000000,1169196362.000000,"1133087538.000000 ","1766061607.000000 ","91983234.000000 ","81.000000 ","18.000000 "
,,,"250527815.000000 ",1169196362.000000,1943557119.000000,"1766061607.000000 ","91983234.000000 ","617367767.000000 ","18.000000 ","4.000000 "
,,,"1169196362.000000 ",1943557119.000000,288356434.000000,"91983234.000000 ","617367767.000000 ","1192310226.000000 ","4.000000 ","57.000000 "
,,,"1943557119.000000 ",288356434.000000,305281079.000000,"617367767.000000 ","1192310226.000000 ","1228232071.000000 ","57.000000 ","80.000000 "
,,,"288356434.000000 ",305281079.000000,33132250.000000,"1192310226.000000 ","1228232071.000000 ","1780991010.000000 ","80.000000 ","29.000000 "
,,,"305281079.000000 ",33132250.000000,886875375.000000,"1228232071.000000 ","1780991010.000000 ","1194712119.000000 ","29.000000 ","85.000000 "
,,,"33132250.000000 ",886875375.000000,1225248994.000000,"1780991010.000000 ","1194712119.000000 ","1622440050.000000 ","85.000000 ","75.000000 "
,,,"886875375.000000 ",1225248994.000000,2105561639.000000,"1194712119.000000 ","1622440050.000000 ","686595303.000000 ","75.000000 ","84.000000 "
,,,"1225248994.000000 ",2105561639.000000,1069598314.000000,"1622440050.000000 ","686595303.000000 ","1908708034.000000 ","84.000000 ","86.000000 "
,,,"2105561639.000000 ",1069598314.000000,1229354975.000000,"686595303.000000 ","1908708034.000000 ","484464535.000000 ","86.000000 ","64.000000 "
,,,"1069598314.000000 ",1229354975.000000,1912469362.000000,"1908708034.000000 ","484464535.000000 ","1585271570.000000 ","64.000000 ","3.000000 "
,,,"1229354975.000000 ",1912469362.000000,1443941911.000000,"484464535.000000 ","1585271570.000000 ","553634887.000000 ","3.000000 ","68.000000 "
,,,"1912469362.000000 ",1443941911.000000,1536453626.000000,"1585271570.000000 ","553634887.000000 ","1729886562.000000 ","68.000000 ","60.000000 "
,,,"1443941911.000000 ",1536453626.000000,1613860047.000000,"553634887.000000 ","1729886562.000000 ","1302444791.000000 ","60.000000 ","47.000000 "
,,,"1536453626.000000 ",1613860047.000000,1633463298.000000,"1729886562.000000 ","1302444791.000000 ","804636082.000000 ","47.000000 ","89.000000 "
,,,"1613860047.000000 ",1633463298.000000,1889758215.000000,"1302444791.000000 ","804636082.000000 ","1082450855.000000 ","89.000000 ","31.000000 "
,,,"1633463298.000000 ",1889758215.000000,230342538.000000,"804636082.000000 ","1082450855.000000 ","108525570.000000 ","31.000000 ","63.000000 "
,,,"1889758215.000000 ",230342538.000000,331457471.000000,"1082450855.000000 ","108525570.000000 ","667944535.000000 ","63.000000 ","14.000000 "
,,,"230342538.000000 ",331457471.000000,413544082.000000,"108525570.000000 ","667944535.000000 ","103272530.000000 ","14.000000 ","48.000000 "
,,,"331457471.000000 ",413544082.000000,813689847.000000,"667944535.000000 ","103272530.000000 ","1829888775.000000 ","48.000000 ","78.000000 "
,,,"413544082.000000 ",813689847.000000,1127350554.000000,"103272530.000000 ","1829888775.000000 ","497192610.000000 ","78.000000 ","51.000000 "
,,,"813689847.000000 ",1127350554.000000,941784239.000000,"1829888775.000000 ","497192610.000000 ","4274615.000000 ","51.000000 ","45.000000 "
,,,"1127350554.000000 ",941784239.000000,244629282.000000,"497192610.000000 ","4274615.000000 ","1939698418.000000 ","45.000000 ","10.000000 "
,,,"941784239.000000 ",244629282.000000,1719012839.000000,"4274615.000000 ","1939698418.000000 ","1119668839.000000 ","10.000000 ","92.000000 "
,,,"244629282.000000 ",1719012839.000000,1454403754.000000,"1939698418.000000 ","1119668839.000000 ","736476482.000000 ","92.000000 ","99.000000 "
,,,"1719012839.000000 ",1454403754.000000,1250416543.000000,"1119668839.000000 ","736476482.000000 ","306926871.000000 ","99.000000 ","22.000000 "
,,,"1454403754.000000 ",1250416543.000000,1478139314.000000,"736476482.000000 ","306926871.000000 ","207662482.000000 ","22.000000 ","61.000000 "
,,,"1250416543.000000 ",1478139314.000000,1339920855.000000,"306926871.000000 ","207662482.000000 ","1947965895.000000 ","61.000000 ","36.000000 "
,,,"1478139314.000000 ",1339920855.000000,698633786.000000,"207662482.000000 ","1947965895.000000 ","34309090.000000 ","36.000000 ","8.000000 "
,,,"1339920855.000000 ",698633786.000000,2978959.000000,"1947965895.000000 ","34309090.000000 ","1606703223.000000 ","8.000000 ","13.000000 "
,,,"698633786.000000 ",2978959.000000,828508738.000000,"34309090.000000 ","1606703223.000000 ","100368434.000000 ","13.000000 ","59.000000 "
,,,"2978959.000000 ",828508738.000000,899037127.000000,"1606703223.000000 ","100368434.000000 ","709120295.000000 ","59.000000 ","58.000000 "
,,,"828508738.000000 ",899037127.000000,489937354.000000,"100368434.000000 ","709120295.000000 ","1650320002.000000 ","58.000000 ","69.000000 "
,,,"899037127.000000 ",489937354.000000,1968640895.000000,"709120295.000000 ","1650320002.000000 ","285361111.000000 ","69.000000 ","49.000000 "
,,,"489937354.000000 ",1968640895.000000,1724728530.000000,"1650320002.000000 ","285361111.000000 ","1467476690.000000 ","49.000000 ","67.000000 "
,,,"1968640895.000000 ",1724728530.000000,721928119.000000,"285361111.000000 ","1467476690.000000 ","1691152519.000000 ","67.000000 ","71.000000 "
